"userid","variant","age","install_source","device_linked","week","hit_streak","claimed_reward","exercise_mins","days_exercised"
823,"Increased Rewards",21,"referred","Applewatch",2021-03-01,0,0,82,2
823,"Increased Rewards",21,"referred","Applewatch",2021-03-08,1,0,198,4
823,"Increased Rewards",21,"referred","Applewatch",2021-03-15,1,1,394,7
823,"Increased Rewards",21,"referred","Applewatch",2021-03-22,1,0,515,7
206,"Increased Rewards",26,"referred","Applewatch",2021-03-01,0,0,133,3
206,"Increased Rewards",26,"referred","Applewatch",2021-03-08,1,0,581,7
206,"Increased Rewards",26,"referred","Applewatch",2021-03-15,1,0,227,5
206,"Increased Rewards",26,"referred","Applewatch",2021-03-22,1,0,150,3
124,"Control",44,"referred","Applewatch",2021-03-01,0,0,126,3
124,"Control",44,"referred","Applewatch",2021-03-08,0,0,72,1
124,"Control",44,"referred","Applewatch",2021-03-15,1,0,440,7
124,"Control",44,"referred","Applewatch",2021-03-22,0,0,22,0
691,"Control",18,"paid_ad","Applewatch",2021-03-01,1,0,368,7
691,"Control",18,"paid_ad","Applewatch",2021-03-08,1,1,294,6
691,"Control",18,"paid_ad","Applewatch",2021-03-15,1,0,269,5
691,"Control",18,"paid_ad","Applewatch",2021-03-22,1,0,619,7
263,"Control",38,"referred","Applewatch",2021-03-01,0,0,55,1
263,"Control",38,"referred","Applewatch",2021-03-08,1,0,165,3
263,"Control",38,"referred","Applewatch",2021-03-15,0,0,50,1
263,"Control",38,"referred","Applewatch",2021-03-22,1,0,150,3
228,"Increased Rewards",33,"referred","FitBit",2021-03-01,1,0,482,7
228,"Increased Rewards",33,"referred","FitBit",2021-03-08,1,0,327,7
228,"Increased Rewards",33,"referred","FitBit",2021-03-15,1,1,642,7
228,"Increased Rewards",33,"referred","FitBit",2021-03-22,1,0,478,7
45,"Increased Rewards",18,"referred","Applewatch",2021-03-01,1,0,150,3
45,"Increased Rewards",18,"referred","Applewatch",2021-03-08,0,0,0,0
45,"Increased Rewards",18,"referred","Applewatch",2021-03-15,1,1,171,3
45,"Increased Rewards",18,"referred","Applewatch",2021-03-22,1,1,155,3
332,"Increased Rewards",22,"referred","Applewatch",2021-03-01,0,0,0,0
332,"Increased Rewards",22,"referred","Applewatch",2021-03-08,1,1,438,7
332,"Increased Rewards",22,"referred","Applewatch",2021-03-15,1,0,499,7
332,"Increased Rewards",22,"referred","Applewatch",2021-03-22,1,0,493,7
281,"Control",36,"organic","Applewatch",2021-03-01,1,0,487,7
281,"Control",36,"organic","Applewatch",2021-03-08,1,0,259,5
281,"Control",36,"organic","Applewatch",2021-03-15,0,0,222,4
281,"Control",36,"organic","Applewatch",2021-03-22,1,0,360,7
982,"Increased Rewards",31,"referred","Applewatch",2021-03-01,0,0,119,2
982,"Increased Rewards",31,"referred","Applewatch",2021-03-08,1,0,258,5
982,"Increased Rewards",31,"referred","Applewatch",2021-03-15,1,1,336,7
982,"Increased Rewards",31,"referred","Applewatch",2021-03-22,1,0,333,7
632,"Increased Rewards",42,"referred","Applewatch",2021-03-01,1,1,150,3
632,"Increased Rewards",42,"referred","Applewatch",2021-03-08,1,0,399,7
632,"Increased Rewards",42,"referred","Applewatch",2021-03-15,1,1,523,7
632,"Increased Rewards",42,"referred","Applewatch",2021-03-22,1,1,150,3
427,"Increased Rewards",23,"referred","Applewatch",2021-03-01,1,1,504,7
427,"Increased Rewards",23,"referred","Applewatch",2021-03-08,1,0,457,7
427,"Increased Rewards",23,"referred","Applewatch",2021-03-15,1,0,624,7
427,"Increased Rewards",23,"referred","Applewatch",2021-03-22,1,1,154,3
629,"Control",12,"referred","Applewatch",2021-03-01,0,0,143,3
629,"Control",12,"referred","Applewatch",2021-03-08,1,0,919,7
629,"Control",12,"referred","Applewatch",2021-03-15,1,0,210,4
629,"Control",12,"referred","Applewatch",2021-03-22,0,0,28,1
577,"Increased Rewards",39,"referred","Applewatch",2021-03-01,1,0,178,4
577,"Increased Rewards",39,"referred","Applewatch",2021-03-08,1,0,153,3
577,"Increased Rewards",39,"referred","Applewatch",2021-03-15,1,1,200,4
577,"Increased Rewards",39,"referred","Applewatch",2021-03-22,1,0,401,7
268,"Control",23,"referred","Applewatch",2021-03-01,1,0,150,3
268,"Control",23,"referred","Applewatch",2021-03-08,0,0,20,0
268,"Control",23,"referred","Applewatch",2021-03-15,0,0,0,0
268,"Control",23,"referred","Applewatch",2021-03-22,1,0,150,3
969,"Increased Rewards",30,"referred","Applewatch",2021-03-01,1,0,150,3
969,"Increased Rewards",30,"referred","Applewatch",2021-03-08,1,0,396,7
969,"Increased Rewards",30,"referred","Applewatch",2021-03-15,1,0,214,4
969,"Increased Rewards",30,"referred","Applewatch",2021-03-22,1,1,404,7
327,"Increased Rewards",45,"referred","Applewatch",2021-03-01,1,0,376,7
327,"Increased Rewards",45,"referred","Applewatch",2021-03-08,1,0,629,7
327,"Increased Rewards",45,"referred","Applewatch",2021-03-15,1,0,411,7
327,"Increased Rewards",45,"referred","Applewatch",2021-03-22,1,0,685,7
271,"Control",26,"referred","Applewatch",2021-03-01,1,0,758,7
271,"Control",26,"referred","Applewatch",2021-03-08,0,0,2,0
271,"Control",26,"referred","Applewatch",2021-03-15,1,0,197,4
271,"Control",26,"referred","Applewatch",2021-03-22,1,0,572,7
746,"Increased Rewards",43,"referred","Applewatch",2021-03-01,1,0,276,6
746,"Increased Rewards",43,"referred","Applewatch",2021-03-08,1,0,219,4
746,"Increased Rewards",43,"referred","Applewatch",2021-03-15,0,0,133,3
746,"Increased Rewards",43,"referred","Applewatch",2021-03-22,1,1,338,7
781,"Control",18,"referred","Garmin",2021-03-01,1,1,605,7
781,"Control",18,"referred","Garmin",2021-03-08,1,0,255,5
781,"Control",18,"referred","Garmin",2021-03-15,0,0,0,0
781,"Control",18,"referred","Garmin",2021-03-22,1,0,508,7
167,"Control",37,"referred","FitBit",2021-03-01,1,0,458,7
167,"Control",37,"referred","FitBit",2021-03-08,0,0,10,0
167,"Control",37,"referred","FitBit",2021-03-15,1,0,517,7
167,"Control",37,"referred","FitBit",2021-03-22,1,1,150,3
255,"Increased Rewards",31,"organic","Garmin",2021-03-01,1,1,253,5
255,"Increased Rewards",31,"organic","Garmin",2021-03-08,1,0,573,7
255,"Increased Rewards",31,"organic","Garmin",2021-03-15,1,0,516,7
255,"Increased Rewards",31,"organic","Garmin",2021-03-22,1,0,366,7
807,"Control",22,"referred","Applewatch",2021-03-01,0,0,81,2
807,"Control",22,"referred","Applewatch",2021-03-08,0,0,164,3
807,"Control",22,"referred","Applewatch",2021-03-15,0,0,0,0
807,"Control",22,"referred","Applewatch",2021-03-22,1,0,468,7
612,"Control",16,"referred","Applewatch",2021-03-01,1,0,302,6
612,"Control",16,"referred","Applewatch",2021-03-08,0,0,0,0
612,"Control",16,"referred","Applewatch",2021-03-15,0,0,0,0
612,"Control",16,"referred","Applewatch",2021-03-22,1,0,150,3
71,"Control",29,"referred","Applewatch",2021-03-01,1,0,249,5
71,"Control",29,"referred","Applewatch",2021-03-08,1,0,388,7
71,"Control",29,"referred","Applewatch",2021-03-15,1,0,254,5
71,"Control",29,"referred","Applewatch",2021-03-22,1,1,151,3
260,"Control",31,"referred","Applewatch",2021-03-01,1,0,161,3
260,"Control",31,"referred","Applewatch",2021-03-08,0,0,0,0
260,"Control",31,"referred","Applewatch",2021-03-15,1,0,722,7
260,"Control",31,"referred","Applewatch",2021-03-22,1,0,390,7
530,"Control",31,"referred","Garmin",2021-03-01,0,0,248,5
530,"Control",31,"referred","Garmin",2021-03-08,0,0,67,1
530,"Control",31,"referred","Garmin",2021-03-15,0,0,153,3
530,"Control",31,"referred","Garmin",2021-03-22,1,0,150,3
623,"Increased Rewards",34,"organic","Applewatch",2021-03-01,1,1,150,3
623,"Increased Rewards",34,"organic","Applewatch",2021-03-08,1,0,162,3
623,"Increased Rewards",34,"organic","Applewatch",2021-03-15,1,1,727,7
623,"Increased Rewards",34,"organic","Applewatch",2021-03-22,1,0,180,4
451,"Increased Rewards",24,"referred","FitBit",2021-03-01,1,1,511,7
451,"Increased Rewards",24,"referred","FitBit",2021-03-08,1,1,259,5
451,"Increased Rewards",24,"referred","FitBit",2021-03-15,1,0,571,7
451,"Increased Rewards",24,"referred","FitBit",2021-03-22,1,0,253,5
636,"Increased Rewards",24,"referred","Applewatch",2021-03-01,1,0,558,7
636,"Increased Rewards",24,"referred","Applewatch",2021-03-08,1,0,572,7
636,"Increased Rewards",24,"referred","Applewatch",2021-03-15,0,0,102,2
636,"Increased Rewards",24,"referred","Applewatch",2021-03-22,1,0,621,7
734,"Control",31,"referred","Applewatch",2021-03-01,1,0,312,6
734,"Control",31,"referred","Applewatch",2021-03-08,1,1,335,7
734,"Control",31,"referred","Applewatch",2021-03-15,1,0,185,4
734,"Control",31,"referred","Applewatch",2021-03-22,1,0,654,7
757,"Control",23,"referred","Applewatch",2021-03-01,1,1,778,7
757,"Control",23,"referred","Applewatch",2021-03-08,1,0,150,3
757,"Control",23,"referred","Applewatch",2021-03-15,1,0,612,7
757,"Control",23,"referred","Applewatch",2021-03-22,1,0,774,7
798,"Control",40,"referred","Applewatch",2021-03-01,1,0,285,6
798,"Control",40,"referred","Applewatch",2021-03-08,0,0,66,1
798,"Control",40,"referred","Applewatch",2021-03-15,1,0,696,7
798,"Control",40,"referred","Applewatch",2021-03-22,1,0,150,3
841,"Increased Rewards",30,"referred","Applewatch",2021-03-01,1,0,415,7
841,"Increased Rewards",30,"referred","Applewatch",2021-03-08,1,0,342,7
841,"Increased Rewards",30,"referred","Applewatch",2021-03-15,0,0,128,3
841,"Increased Rewards",30,"referred","Applewatch",2021-03-22,1,0,292,6
872,"Control",23,"organic","Applewatch",2021-03-01,1,0,298,6
872,"Control",23,"organic","Applewatch",2021-03-08,1,1,327,7
872,"Control",23,"organic","Applewatch",2021-03-15,0,0,91,2
872,"Control",23,"organic","Applewatch",2021-03-22,1,0,426,7
927,"Control",11,"organic","Applewatch",2021-03-01,1,0,225,4
927,"Control",11,"organic","Applewatch",2021-03-08,1,1,657,7
927,"Control",11,"organic","Applewatch",2021-03-15,1,0,150,3
927,"Control",11,"organic","Applewatch",2021-03-22,0,0,54,1
46,"Control",22,"referred","Applewatch",2021-03-01,0,0,73,1
46,"Control",22,"referred","Applewatch",2021-03-08,1,0,448,7
46,"Control",22,"referred","Applewatch",2021-03-15,1,0,602,7
46,"Control",22,"referred","Applewatch",2021-03-22,1,0,150,3
863,"Increased Rewards",48,"referred","Applewatch",2021-03-01,1,0,348,7
863,"Increased Rewards",48,"referred","Applewatch",2021-03-08,1,0,418,7
863,"Increased Rewards",48,"referred","Applewatch",2021-03-15,1,1,150,3
863,"Increased Rewards",48,"referred","Applewatch",2021-03-22,1,1,434,7
558,"Control",23,"organic","Applewatch",2021-03-01,1,0,289,6
558,"Control",23,"organic","Applewatch",2021-03-08,0,0,129,3
558,"Control",23,"organic","Applewatch",2021-03-15,1,0,752,7
558,"Control",23,"organic","Applewatch",2021-03-22,1,0,322,6
719,"Increased Rewards",21,"referred","Garmin",2021-03-01,1,0,150,3
719,"Increased Rewards",21,"referred","Garmin",2021-03-08,1,1,150,3
719,"Increased Rewards",21,"referred","Garmin",2021-03-15,1,1,371,7
719,"Increased Rewards",21,"referred","Garmin",2021-03-22,0,0,80,2
98,"Control",35,"organic","Applewatch",2021-03-01,0,0,28,1
98,"Control",35,"organic","Applewatch",2021-03-08,1,0,731,7
98,"Control",35,"organic","Applewatch",2021-03-15,0,0,72,1
98,"Control",35,"organic","Applewatch",2021-03-22,1,0,386,7
434,"Control",33,"paid_ad","Applewatch",2021-03-01,1,0,247,5
434,"Control",33,"paid_ad","Applewatch",2021-03-08,1,0,329,7
434,"Control",33,"paid_ad","Applewatch",2021-03-15,1,1,167,3
434,"Control",33,"paid_ad","Applewatch",2021-03-22,1,0,534,7
220,"Control",36,"referred","Applewatch",2021-03-01,0,0,123,2
220,"Control",36,"referred","Applewatch",2021-03-08,1,0,289,6
220,"Control",36,"referred","Applewatch",2021-03-15,1,0,150,3
220,"Control",36,"referred","Applewatch",2021-03-22,1,1,315,6
566,"Control",26,"organic","FitBit",2021-03-01,1,0,265,5
566,"Control",26,"organic","FitBit",2021-03-08,1,1,493,7
566,"Control",26,"organic","FitBit",2021-03-15,1,1,502,7
566,"Control",26,"organic","FitBit",2021-03-22,1,0,403,7
679,"Control",39,"referred","Applewatch",2021-03-01,1,0,284,6
679,"Control",39,"referred","Applewatch",2021-03-08,1,0,491,7
679,"Control",39,"referred","Applewatch",2021-03-15,0,0,61,1
679,"Control",39,"referred","Applewatch",2021-03-22,0,0,150,3
324,"Control",17,"referred","Applewatch",2021-03-01,1,0,150,3
324,"Control",17,"referred","Applewatch",2021-03-08,1,1,199,4
324,"Control",17,"referred","Applewatch",2021-03-15,1,0,201,4
324,"Control",17,"referred","Applewatch",2021-03-22,1,0,150,3
931,"Increased Rewards",28,"organic","Applewatch",2021-03-01,1,1,325,6
931,"Increased Rewards",28,"organic","Applewatch",2021-03-08,1,0,337,7
931,"Increased Rewards",28,"organic","Applewatch",2021-03-15,1,0,220,4
931,"Increased Rewards",28,"organic","Applewatch",2021-03-22,1,0,451,7
721,"Control",22,"referred","Applewatch",2021-03-01,1,0,754,7
721,"Control",22,"referred","Applewatch",2021-03-08,0,0,100,2
721,"Control",22,"referred","Applewatch",2021-03-15,1,0,430,7
721,"Control",22,"referred","Applewatch",2021-03-22,0,0,189,4
877,"Control",35,"organic","FitBit",2021-03-01,1,0,358,7
877,"Control",35,"organic","FitBit",2021-03-08,0,0,93,2
877,"Control",35,"organic","FitBit",2021-03-15,0,0,100,2
877,"Control",35,"organic","FitBit",2021-03-22,0,0,0,0
275,"Increased Rewards",30,"referred","Applewatch",2021-03-01,0,0,150,3
275,"Increased Rewards",30,"referred","Applewatch",2021-03-08,1,0,510,7
275,"Increased Rewards",30,"referred","Applewatch",2021-03-15,1,0,491,7
275,"Increased Rewards",30,"referred","Applewatch",2021-03-22,1,0,150,3
687,"Control",39,"referred","Applewatch",2021-03-01,1,0,414,7
687,"Control",39,"referred","Applewatch",2021-03-08,0,0,0,0
687,"Control",39,"referred","Applewatch",2021-03-15,1,0,453,7
687,"Control",39,"referred","Applewatch",2021-03-22,0,0,19,0
231,"Control",48,"referred","Applewatch",2021-03-01,1,0,282,6
231,"Control",48,"referred","Applewatch",2021-03-08,1,0,150,3
231,"Control",48,"referred","Applewatch",2021-03-15,0,0,46,1
231,"Control",48,"referred","Applewatch",2021-03-22,1,0,150,3
197,"Control",30,"organic","Applewatch",2021-03-01,1,0,188,4
197,"Control",30,"organic","Applewatch",2021-03-08,1,0,288,6
197,"Control",30,"organic","Applewatch",2021-03-15,0,0,53,1
197,"Control",30,"organic","Applewatch",2021-03-22,1,0,473,7
831,"Increased Rewards",23,"referred","Applewatch",2021-03-01,1,0,201,4
831,"Increased Rewards",23,"referred","Applewatch",2021-03-08,1,0,487,7
831,"Increased Rewards",23,"referred","Applewatch",2021-03-15,0,0,90,2
831,"Increased Rewards",23,"referred","Applewatch",2021-03-22,1,0,316,6
169,"Control",21,"referred","Applewatch",2021-03-01,1,0,625,7
169,"Control",21,"referred","Applewatch",2021-03-08,0,0,154,3
169,"Control",21,"referred","Applewatch",2021-03-15,1,0,285,6
169,"Control",21,"referred","Applewatch",2021-03-22,0,0,121,2
659,"Increased Rewards",26,"referred","Applewatch",2021-03-01,1,1,268,5
659,"Increased Rewards",26,"referred","Applewatch",2021-03-08,1,0,476,7
659,"Increased Rewards",26,"referred","Applewatch",2021-03-15,1,0,331,7
659,"Increased Rewards",26,"referred","Applewatch",2021-03-22,1,0,381,7
960,"Increased Rewards",28,"organic","Applewatch",2021-03-01,1,1,240,5
960,"Increased Rewards",28,"organic","Applewatch",2021-03-08,1,0,150,3
960,"Increased Rewards",28,"organic","Applewatch",2021-03-15,1,0,452,7
960,"Increased Rewards",28,"organic","Applewatch",2021-03-22,1,0,253,5
341,"Increased Rewards",48,"referred","Applewatch",2021-03-01,1,0,154,3
341,"Increased Rewards",48,"referred","Applewatch",2021-03-08,1,0,191,4
341,"Increased Rewards",48,"referred","Applewatch",2021-03-15,1,1,386,7
341,"Increased Rewards",48,"referred","Applewatch",2021-03-22,1,0,331,7
911,"Increased Rewards",18,"referred","Applewatch",2021-03-01,1,0,150,3
911,"Increased Rewards",18,"referred","Applewatch",2021-03-08,1,0,150,3
911,"Increased Rewards",18,"referred","Applewatch",2021-03-15,1,0,535,7
911,"Increased Rewards",18,"referred","Applewatch",2021-03-22,0,0,126,3
320,"Increased Rewards",18,"referred","Applewatch",2021-03-01,1,1,309,6
320,"Increased Rewards",18,"referred","Applewatch",2021-03-08,1,0,150,3
320,"Increased Rewards",18,"referred","Applewatch",2021-03-15,1,0,184,4
320,"Increased Rewards",18,"referred","Applewatch",2021-03-22,1,1,401,7
662,"Increased Rewards",25,"referred","Applewatch",2021-03-01,1,0,570,7
662,"Increased Rewards",25,"referred","Applewatch",2021-03-08,1,0,556,7
662,"Increased Rewards",25,"referred","Applewatch",2021-03-15,1,0,473,7
662,"Increased Rewards",25,"referred","Applewatch",2021-03-22,1,0,150,3
2,"Control",34,"referred","Applewatch",2021-03-01,0,0,117,2
2,"Control",34,"referred","Applewatch",2021-03-08,1,0,627,7
2,"Control",34,"referred","Applewatch",2021-03-15,1,0,356,7
2,"Control",34,"referred","Applewatch",2021-03-22,1,0,150,3
274,"Increased Rewards",36,"organic","Applewatch",2021-03-01,1,0,238,5
274,"Increased Rewards",36,"organic","Applewatch",2021-03-08,1,0,388,7
274,"Increased Rewards",36,"organic","Applewatch",2021-03-15,1,0,155,3
274,"Increased Rewards",36,"organic","Applewatch",2021-03-22,1,0,824,7
376,"Increased Rewards",20,"referred","Applewatch",2021-03-01,1,0,315,6
376,"Increased Rewards",20,"referred","Applewatch",2021-03-08,1,0,150,3
376,"Increased Rewards",20,"referred","Applewatch",2021-03-15,1,0,175,4
376,"Increased Rewards",20,"referred","Applewatch",2021-03-22,1,0,150,3
639,"Increased Rewards",30,"referred","Applewatch",2021-03-01,1,0,430,7
639,"Increased Rewards",30,"referred","Applewatch",2021-03-08,0,0,88,2
639,"Increased Rewards",30,"referred","Applewatch",2021-03-15,1,1,458,7
639,"Increased Rewards",30,"referred","Applewatch",2021-03-22,1,0,299,6
681,"Control",28,"organic","FitBit",2021-03-01,1,1,150,3
681,"Control",28,"organic","FitBit",2021-03-08,1,0,150,3
681,"Control",28,"organic","FitBit",2021-03-15,0,0,7,0
681,"Control",28,"organic","FitBit",2021-03-22,1,0,150,3
532,"Increased Rewards",40,"referred","FitBit",2021-03-01,1,0,910,7
532,"Increased Rewards",40,"referred","FitBit",2021-03-08,1,1,460,7
532,"Increased Rewards",40,"referred","FitBit",2021-03-15,0,0,170,3
532,"Increased Rewards",40,"referred","FitBit",2021-03-22,1,1,150,3
881,"Increased Rewards",39,"referred","Garmin",2021-03-01,1,0,281,6
881,"Increased Rewards",39,"referred","Garmin",2021-03-08,1,0,169,3
881,"Increased Rewards",39,"referred","Garmin",2021-03-15,1,0,411,7
881,"Increased Rewards",39,"referred","Garmin",2021-03-22,1,1,643,7
638,"Control",26,"referred","Applewatch",2021-03-01,0,0,110,2
638,"Control",26,"referred","Applewatch",2021-03-08,1,1,331,7
638,"Control",26,"referred","Applewatch",2021-03-15,0,0,0,0
638,"Control",26,"referred","Applewatch",2021-03-22,1,0,295,6
207,"Control",29,"organic","Applewatch",2021-03-01,1,0,469,7
207,"Control",29,"organic","Applewatch",2021-03-08,1,1,237,5
207,"Control",29,"organic","Applewatch",2021-03-15,1,0,342,7
207,"Control",29,"organic","Applewatch",2021-03-22,0,0,75,2
56,"Increased Rewards",35,"referred","FitBit",2021-03-01,1,0,499,7
56,"Increased Rewards",35,"referred","FitBit",2021-03-08,1,0,400,7
56,"Increased Rewards",35,"referred","FitBit",2021-03-15,1,0,262,5
56,"Increased Rewards",35,"referred","FitBit",2021-03-22,1,0,150,3
750,"Increased Rewards",13,"referred","Applewatch",2021-03-01,1,1,631,7
750,"Increased Rewards",13,"referred","Applewatch",2021-03-08,1,0,464,7
750,"Increased Rewards",13,"referred","Applewatch",2021-03-15,1,0,760,7
750,"Increased Rewards",13,"referred","Applewatch",2021-03-22,1,0,425,7
613,"Increased Rewards",26,"organic","Applewatch",2021-03-01,1,0,150,3
613,"Increased Rewards",26,"organic","Applewatch",2021-03-08,1,0,626,7
613,"Increased Rewards",26,"organic","Applewatch",2021-03-15,1,0,325,6
613,"Increased Rewards",26,"organic","Applewatch",2021-03-22,1,0,218,4
